WA1,WA2,ApL1,ApL2,MaxP,MaxV2,MaxV3,MaxM2,MaxM3,MaxT,U1,U2,U3,R1,R2,R3,PGA,fc,Ec,fy,fu
493.05874870, 523.62607675, 9.00000000, 9.00000000, -7384.19370831, -1467.97095992, -105.19511958, 874.28334805, 4905.95177227, 93.67392005, -0.00044756, 0.02128310, -0.00008428, 0.00126357, -0.00008365, 0.00017593,0.65880000, 30.53920101, 25554.12649761, 483.76550615, 716.30106573
274.92943275, 736.12637560, 8.00000000, 9.00000000, -10824.15241335, -1657.07112626, -151.40719945, 1218.02990409, 5596.21286276, 253.07312391, 0.00013881, 0.04840772, 0.00046451, 0.00237380, -0.00002345, 0.00032329,1.02670000, 29.92147718, 25102.74154438, 459.53782664, 734.29683295
878.07763435, 388.80425255, 9.00000000, 4.00000000, -11230.46765246, 1726.01313892, -241.01084875, 1701.64456222, 5843.92699666, 402.09219582, 0.00108826, 0.05048387, 0.00088253, 0.00274982, 0.00019225, 0.00033059,0.82380000, 32.43065725, 26463.47070446, 444.70794661, 752.45260881
412.68344530, 331.33728355, 9.00000000, 9.00000000, -7352.10976788, 1227.35249693, -88.66141012, 822.81632819, 4705.35648588, 100.49159243, -0.00087121, 0.01250491, -0.00020634, 0.00114369, -0.00019343, 0.00012186,0.52740000, 35.22537687, 28374.01342909, 454.02296542, 719.37052090
250.63836070, 657.03574335, 3.00000000, 9.00000000, -11285.37664337, -1673.69343600, -235.76281073, 1720.95015754, 5620.22185423, 367.95617000, 0.00088673, 0.05190740, 0.00087204, 0.00265197, 0.00013988, 0.00039463,0.82380000, 33.79683687, 26381.44319951, 435.11425537, 759.03097072
560.45004750, 406.51506245, 9.00000000, 9.00000000, -9206.66320648, -1536.22141585, -114.14431456, 909.03448379, 5137.07356836, 193.23265225, -0.00027865, 0.03693633, 0.00008438, 0.00198059, -0.00006308, 0.00028541,0.40310000, 31.71178666, 27205.49417566, 406.88032525, 708.85586323
481.29076870, 329.52305330, 9.00000000, 5.00000000, -7359.69467059, -1411.61100561, -117.06843488, 950.95251059, 4964.60430434, 94.45891679, -0.00073742, 0.02044459, -0.00006916, 0.00123642, -0.00013334, 0.00015934,0.65880000, 35.04659124, 27930.02762144, 419.98164553, 769.38130022
645.17950350, 335.04419725, 9.00000000, 9.00000000, -11051.29235728, 1638.45404162, -229.93249094, 1694.17143101, 5490.66989277, 381.90587044, 0.00096206, 0.05187971, 0.00091668, 0.00296874, 0.00016448, 0.00036486,0.82380000, 25.52395075, 23066.73413440, 584.15279694, 805.13015234
551.50638270, 980.97881280, 9.00000000, 9.00000000, -9741.93305721, -1675.54877208, -122.64764050, 855.95859363, 5684.17867511, 210.79727804, -0.00047114, 0.04520100, 0.00028589, 0.00191795, -0.00012489, 0.00033818,0.44720000, 37.70488672, 28955.71579231, 487.94263352, 673.51837713
364.02284800, 395.86504055, 6.00000000, 5.00000000, -8512.70639979, 1472.54615929, -180.00922131, 1531.35546811, 4914.29053537, 153.57278504, 0.00058467, 0.02498040, 0.00016054, 0.00160190, 0.00008879, 0.00022399,0.97500000, 36.34788574, 28555.90301145, 447.37738706, 774.10578292
424.66717160, 319.83408310, 6.00000000, 9.00000000, -11148.77948809, -1640.15905830, -238.61522786, 1758.75504726, 5489.99743868, 396.67148808, 0.00069974, 0.05211528, 0.00090073, 0.00277589, 0.00010812, 0.00033962,0.82380000, 26.71760991, 25035.50155994, 453.74449176, 746.82735884
477.11313580, 271.45787865, 9.00000000, 9.00000000, -9836.82847556, 1568.49477079, -139.29752541, 986.22599228, 5244.68381179, 236.26702736, -0.00099383, 0.04489118, 0.00025836, 0.00224485, -0.00021042, 0.00029464,0.44720000, 28.59762337, 25021.35610690, 471.82944654, 784.65959079
297.71028070, 484.16411715, 3.00000000, 9.00000000, -9836.82847556, -1545.22560009, -139.29752541, 986.22599228, 5152.72099863, 236.26702736, -0.00241899, 0.00021292, -0.00079755, 0.00004456, -0.00046463, -0.00000216,0.00000000, 34.24858932, 27613.96762367, 521.07709423, 666.77522280
652.36777795, 369.71070500, 9.00000000, 9.00000000, -9920.46247536, 1585.15387555, -144.86373283, 982.06903465, 5311.01774288, 242.68889300, -0.00090842, 0.04349837, 0.00025366, 0.00197940, -0.00019404, 0.00027696,0.44720000, 40.28551422, 30094.48322115, 445.03230362, 693.21368122
474.68108660, 551.79077555, 9.00000000, 9.00000000, -9848.23870069, -1566.66153380, -140.17369933, 960.55557107, 5236.25316823, 227.34175793, -0.00084752, 0.04396284, 0.00026684, 0.00195930, -0.00018642, 0.00030609,0.44720000, 37.64761873, 29807.23732815, 425.39351388, 728.02917807
449.58586925, 178.10837730, 5.00000000, 3.00000000, -9848.23870069, -1566.66153380, -140.17369933, 960.55557107, 5236.25316823, 227.34175793, -0.00258796, 0.00008781, -0.00074281, 0.00004674, -0.00049613, -0.00006274,0.00000000, 30.69792027, 26405.45616321, 446.40714800, 735.98702761
319.99098950, 662.52746735, 9.00000000, 9.00000000, -9457.60859946, -1622.42953718, -128.03625985, 887.83943422, 5441.17491161, 203.96930457, -0.00080397, 0.04142097, 0.00024120, 0.00202085, -0.00020424, 0.00032548,0.19130000, 33.76401901, 28263.93432603, 432.30871285, 676.42350550
1019.64643375, 791.83795425, 9.00000000, 9.00000000, -9457.60859946, -1622.42953718, -128.03625985, 887.83943422, 5441.17491161, 203.96930457, -0.00210701, -0.00019729, -0.00086939, 0.00006943, -0.00040066, -0.00005240,0.00000000, 31.90298868, 27534.04283600, 422.35271541, 669.60196367
514.55492550, 383.93034750, 9.00000000, 6.00000000, -7276.35797086, 1275.93183976, -80.84519386, 733.91035468, 4962.20852384, 89.64417053, -0.00040257, 0.01219221, -0.00021823, 0.00130862, -0.00009345, 0.00014143,0.52740000, 28.31487941, 24371.43238492, 545.36490998, 743.36783240
356.98167330, 721.64195355, 9.00000000, 9.00000000, -11073.42125736, -1687.20996851, -220.69802958, 1630.99642042, 5692.83539017, 355.47474135, 0.00120813, 0.05275769, 0.00091265, 0.00286903, 0.00020506, 0.00041500,0.82380000, 26.19952832, 23431.02665900, 491.62979045, 698.85880221
134.12555205, 373.29013225, 2.00000000, 5.00000000, -11075.04722856, 1635.73169598, -233.87984371, 1688.96982076, 5478.46281423, 357.19261067, 0.00105699, 0.05184316, 0.00091473, 0.00278698, 0.00018116, 0.00041391,0.82380000, 29.67954340, 25158.37007816, 416.30864960, 745.14436549
367.29826910, 506.03294665, 9.00000000, 9.00000000, -9033.24235283, 1479.33346107, -101.73629398, 844.18651248, 4946.22316801, 131.65850399, 0.00013361, 0.01455653, -0.00009276, 0.00170407, 0.00000520, 0.00014122,0.69520000, 36.93639732, 29642.40751604, 482.82950054, 776.90759588
135.66519610, 576.29759390, 2.00000000, 9.00000000, -12822.65399390, -1872.26641001, -228.84046119, 1701.49592974, 6296.94067517, 490.45935079, 0.00435641, 0.15133184, 0.00082585, 0.00340958, 0.00072302, 0.00092115,0.27290000, 29.59382122, 25144.33256173, 509.99740053, 747.21073628
483.98759745, 433.15973050, 5.00000000, 9.00000000, -8747.35513553, -1485.14547649, -185.89090720, 1591.11936282, 4959.51721708, 166.45500955, 0.00030615, 0.02490644, 0.00012049, 0.00157351, 0.00003359, 0.00020075,0.97500000, 36.17135535, 29273.59687949, 479.60381219, 721.13834834
660.26213120, 536.74737445, 9.00000000, 9.00000000, -12056.77571965, 1708.85656696, -188.13141069, 1361.75272530, 5745.71339405, 327.05658409, 0.00218689, 0.09458912, 0.00051035, 0.00267528, 0.00034647, 0.00052240,0.78320000, 31.13157190, 26197.83942003, 471.37225522, 743.45401294
61.11504280, 1081.63426840, 1.00000000, 9.00000000, -7084.31650564, -1319.47367972, -64.81586606, 642.46087368, 5145.07181600, 116.41041240, -0.00014985, 0.01337152, -0.00014498, 0.00102836, -0.00006767, 0.00021863,0.52740000, 38.53219710, 30267.94205455, 465.99624607, 682.75281038
374.58461005, 481.29076870, 9.00000000, 9.00000000, -9881.71240079, -1569.08721558, -130.76479538, 937.25671641, 5249.50146332, 228.77341528, -0.00080889, 0.04577016, 0.00023947, 0.00239029, -0.00017585, 0.00031137,0.44720000, 24.35090232, 22785.23675754, 487.99292270, 742.12103992
62.21338760, 1074.55386710, 1.00000000, 9.00000000, -10199.03860899, -1591.95729582, -136.82296275, 947.63887533, 5298.93668920, 197.56818506, -0.00104251, 0.04094702, 0.00009766, 0.00201141, -0.00024668, 0.00033633,0.19130000, 38.40561305, 29313.84453348, 466.78212962, 658.16519171
552.63414745, 428.59963825, 9.00000000, 9.00000000, -13045.62390642, 1819.78656975, -243.07823598, 1749.10824887, 6078.87173025, 465.37824042, 0.00425352, 0.14976811, 0.00083053, 0.00313377, 0.00069964, 0.00087404,0.27290000, 35.52093998, 29035.00259904, 464.67494463, 632.98713160
377.52660505, 516.53586880, 5.00000000, 9.00000000, -9095.50166225, -1584.31000452, -111.19114636, 912.12847968, 5331.49995587, 210.14690805, -0.00033658, 0.03743017, 0.00010566, 0.00198003, -0.00007944, 0.00025311,0.40310000, 30.69857888, 26665.87898234, 590.39921052, 765.73662247
274.02722095, 310.87080500, 9.00000000, 4.00000000, -7207.71257327, 1304.37511668, -97.70325428, 920.82550755, 4873.85677977, 104.84453593, -0.00032259, 0.01495453, -0.00017122, 0.00120092, -0.00006141, 0.00014978,0.24520000, 34.95908700, 28285.47627841, 498.46908545, 728.16331931
265.96615465, 391.31475495, 5.00000000, 9.00000000, -8568.84407230, -1511.88775590, -182.82069863, 1576.17144023, 5071.36484219, 150.98812310, 0.00035129, 0.02527355, 0.00015166, 0.00156593, 0.00003994, 0.00022921,0.97500000, 36.17407072, 28828.36556531, 460.64014862, 889.15472183
334.16159875, 177.42191180, 9.00000000, 2.00000000, -7129.61689147, 1250.16448354, -89.05546493, 828.32099345, 4850.50491625, 97.16860749, -0.00085772, 0.01245680, -0.00018938, 0.00128028, -0.00018424, 0.00012731,0.52740000, 28.62597998, 24492.40896147, 492.83306228, 749.04988464
443.55477950, 272.06589095, 9.00000000, 3.00000000, -7352.05043171, -1409.79889661, -118.41814782, 961.47951434, 4974.19095714, 96.11815800, -0.00078163, 0.02036984, -0.00006626, 0.00122988, -0.00014158, 0.00015611,0.65880000, 34.47097158, 28318.18896864, 482.35675175, 710.05892177
1361.35915300, 423.57863345, 9.00000000, 5.00000000, -10204.89567697, 1714.37390604, -141.67463770, 903.66382394, 5840.94103019, 270.57500403, -0.00046686, 0.04254553, 0.00019745, 0.00214384, -0.00009651, 0.00022614,0.44720000, 38.07599439, 28730.86906272, 451.89935811, 834.97849447
694.80115250, 281.85292765, 7.00000000, 4.00000000, -7045.17339197, 1209.61351061, -84.34262609, 808.01784239, 4721.28223272, 122.64303977, -0.00081290, 0.01283727, -0.00016756, 0.00121818, -0.00018185, 0.00007966,0.52740000, 29.84581005, 25280.45529336, 487.46304028, 724.68559958
603.30510800, 1016.38081930, 9.00000000, 9.00000000, -9437.03718827, -1583.26165656, -95.88253496, 773.19677144, 5325.75093856, 174.08407690, 0.00029745, 0.03751889, 0.00004132, 0.00206073, 0.00004346, 0.00031924,0.40310000, 27.58244651, 25437.71368423, 417.76060994, 680.97086794
348.19491490, 352.31370790, 6.00000000, 9.00000000, -11038.20954389, -1586.01560285, -165.14199421, 1309.52750888, 5299.00406833, 271.06917886, -0.00021431, 0.04757114, 0.00042522, 0.00241048, -0.00008502, 0.00029042,1.02670000, 29.17025357, 25474.11230487, 427.59435120, 809.06515264
330.05261240, 742.04959220, 6.00000000, 9.00000000, -11038.20954389, -1586.01560285, -165.14199421, 1309.52750888, 5299.00406833, 271.06917886, -0.00206583, 0.00081276, -0.00076124, -0.00000431, -0.00040322, 0.00001248,0.00000000, 36.07074530, 28532.16055321, 465.09441741, 798.29660884
442.00532880, 193.97553700, 9.00000000, 3.00000000, -10908.72084166, 1627.86781699, -173.67123010, 1319.01248159, 5467.68725653, 271.66100403, -0.00016094, 0.04619022, 0.00045649, 0.00222255, -0.00007578, 0.00029760,1.02670000, 36.11687255, 29182.38465396, 447.47827797, 679.03341409
320.34402890, 655.44706605, 5.00000000, 9.00000000, -13342.06445902, -1808.33259172, -238.67522481, 1741.65069944, 6034.60592274, 468.44854244, 0.00424714, 0.15026929, 0.00074971, 0.00331263, 0.00070306, 0.00087981,0.27290000, 30.27012948, 26880.09299906, 458.64427382, 660.61536046
572.21802750, 1108.10241675, 9.00000000, 9.00000000, -8074.11725369, 1297.55547079, -90.05704892, 839.14228153, 4924.45453480, 98.83517925, 0.00006108, 0.01493400, -0.00036213, 0.00129715, 0.00001392, 0.00015743,0.24520000, 30.62742722, 25649.04142704, 460.58508193, 762.86772722
481.97723420, 618.41715565, 9.00000000, 9.00000000, -11559.12708692, 1679.56423199, -243.89709969, 1705.18222857, 5655.45338650, 376.99410548, 0.00110995, 0.05062896, 0.00082032, 0.00253248, 0.00018877, 0.00038014,0.82380000, 36.25033900, 29286.19942277, 484.13267615, 738.71127890
474.75953980, 455.81309200, 9.00000000, 5.00000000, -7261.67031895, 1279.20569989, -83.64185479, 756.41218979, 4928.95398428, 89.90403513, -0.00051760, 0.01209768, -0.00020121, 0.00124031, -0.00011813, 0.00014140,0.52740000, 29.05162723, 26394.30258895, 465.30664695, 720.06328649
258.34638760, 377.97771095, 4.00000000, 9.00000000, -11015.54997528, -1667.57775616, -237.46420332, 1734.97665102, 5600.98692810, 372.17946556, 0.00082668, 0.05188529, 0.00092344, 0.00264895, 0.00012881, 0.00038669,0.82380000, 29.05595834, 26375.65260844, 542.60780986, 774.09664626
483.51687825, 366.59219030, 9.00000000, 8.00000000, -13030.52963171, 1862.15168038, -236.95756439, 1715.76513836, 6260.81928576, 468.84203758, 0.00439154, 0.15004748, 0.00079220, 0.00346625, 0.00074012, 0.00088055,0.27290000, 30.61320336, 25566.55584848, 530.89171567, 798.53978424
244.24442490, 234.12396210, 4.00000000, 3.00000000, -8997.99559743, -1531.91709444, -120.12842853, 960.09346020, 5117.30359023, 205.07779072, -0.00050527, 0.03684891, 0.00012416, 0.00196374, -0.00010619, 0.00026359,0.40310000, 32.00495332, 27606.04241418, 421.73193034, 733.84389193
941.10497390, 621.88870975, 9.00000000, 9.00000000, -8997.99559743, -1531.91709444, -120.12842853, 960.09346020, 5117.30359023, 205.07779072, -0.00200236, -0.00011321, -0.00079841, 0.00006080, -0.00038135, -0.00002539,0.00000000, 29.39045630, 25163.80666172, 507.50382961, 739.30511931
442.00532880, 506.72921880, 9.00000000, 7.00000000, -7366.55475672, 1315.46912898, -87.40821964, 818.55185169, 4915.27217009, 96.98876053, 0.00014846, 0.01485126, -0.00020007, 0.00120427, 0.00002994, 0.00018216,0.24520000, 36.54453702, 28440.26970936, 544.84539456, 706.99301220
590.11516375, 1032.55198515, 9.00000000, 9.00000000, -7340.85767680, -1548.51257511, -91.46867464, 771.25256622, 5233.28871284, 120.27867146, -0.00002893, 0.02151235, -0.00005875, 0.00108979, -0.00001134, 0.00022590,0.65880000, 39.91596091, 29908.68373185, 507.25383074, 725.32602835
554.55625085, 583.04456910, 9.00000000, 9.00000000, -7689.39052185, -1438.97737969, -113.33732808, 920.54756676, 4861.17870077, 93.93454442, -0.00060982, 0.02035521, -0.00012232, 0.00115563, -0.00011143, 0.00017642,0.65880000, 40.58133574, 30765.41835515, 423.32382550, 774.87727217
512.68185535, 563.69604865, 9.00000000, 9.00000000, -10260.36710332, 1624.01912119, -140.43046782, 937.69293863, 5478.45160302, 231.31664246, -0.00069419, 0.04348480, 0.00018580, 0.00211152, -0.00014837, 0.00030038,0.44720000, 37.03156213, 28236.40736300, 482.73352707, 716.74887709
509.10242810, 406.54448240, 9.00000000, 9.00000000, -10018.67072016, 1577.83455820, -142.45655276, 978.23627861, 5284.14464252, 240.04931010, -0.00091419, 0.04391256, 0.00023226, 0.00205843, -0.00019542, 0.00028375,0.44720000, 38.40742356, 28451.69804329, 409.47816793, 712.81301547
774.19579090, 260.28810430, 9.00000000, 5.00000000, -10993.98634378, 1649.33540125, -167.37101230, 1280.11278161, 5555.65272059, 275.64929768, -0.00000458, 0.04656322, 0.00043676, 0.00237820, -0.00003960, 0.00028468,1.02670000, 32.29176851, 26650.06496713, 449.08524634, 648.54478225
1080.97722285, 155.03332985, 9.00000000, 2.00000000, -11119.82851970, 1707.55191691, -169.81820679, 1279.52529510, 5800.40062609, 306.94843981, 0.00003741, 0.04596310, 0.00041278, 0.00243109, -0.00002668, 0.00022588,1.02670000, 32.81121186, 26646.41792068, 433.27874077, 687.39509697
563.06842305, 484.68386960, 9.00000000, 9.00000000, -11297.06673834, 1627.36955937, -242.68242880, 1728.79717471, 5433.86345669, 385.14194560, 0.00094562, 0.05115174, 0.00087044, 0.00252129, 0.00015270, 0.00036440,0.82380000, 36.31983716, 28654.78069439, 438.89212970, 649.48590909
538.13991875, 1025.42255060, 6.00000000, 9.00000000, -8988.39854968, -1664.71577433, -90.98053601, 758.75450977, 5661.54947658, 190.98201459, 0.00029421, 0.03820574, 0.00012602, 0.00191468, 0.00003368, 0.00028917,0.40310000, 32.63396725, 26726.91468601, 443.46510867, 687.23652128
672.82444985, 1069.19943620, 9.00000000, 9.00000000, -10568.50249000, 1564.87440248, -133.71033316, 914.77664747, 5243.84428428, 236.20942873, -0.00065175, 0.04428994, 0.00012468, 0.00213958, -0.00014591, 0.00029247,0.44720000, 31.45576357, 27082.19192176, 462.10002813, 737.51839848
384.45009995, 337.99599890, 6.00000000, 4.00000000, -8504.74036898, -1473.07884823, -181.04960060, 1543.76505911, 4916.03859604, 153.65254106, 0.00052546, 0.02521684, 0.00015481, 0.00163050, 0.00007822, 0.00022248,0.97500000, 36.80334178, 27595.41709847, 481.21100651, 738.78532773
497.22657495, 118.43491205, 8.00000000, 2.00000000, -7177.19039833, -1467.59462250, -120.17688841, 1010.38459990, 4906.66536185, 122.19981791, -0.00105602, 0.02100372, -0.00003492, 0.00119746, -0.00020051, 0.00010727,0.65880000, 35.71257310, 27792.25855842, 416.65931962, 773.29245879
880.36258380, 599.77471400, 9.00000000, 9.00000000, -7241.81741464, 1298.14789499, -88.89096956, 832.37760342, 4931.70862312, 122.08909423, 0.00008410, 0.01504394, -0.00021229, 0.00130093, 0.00001741, 0.00011251,0.24520000, 28.55449352, 24832.30584532, 462.75785223, 666.00645852
873.44889555, 623.65390675, 9.00000000, 9.00000000, -7524.75215337, -1442.26151415, -103.77176892, 846.51626338, 4837.47274436, 95.58516066, -0.00029910, 0.02090210, -0.00010602, 0.00124878, -0.00005290, 0.00015748,0.65880000, 30.44682139, 26636.85127275, 446.90528012, 782.95913435
904.28100315, 664.69473700, 9.00000000, 9.00000000, -9433.51295636, -1635.89471447, -129.43222198, 932.13088950, 5514.31950441, 229.65113047, -0.00103721, 0.04184912, 0.00025391, 0.00215934, -0.00025126, 0.00028157,0.19130000, 28.35995636, 25513.55228552, 448.25248857, 734.44956996
998.41503650, 945.71409940, 9.00000000, 9.00000000, -7404.80898986, -1494.16251476, -98.42059584, 813.13821787, 5020.13361756, 104.15622908, -0.00018091, 0.02117036, -0.00007469, 0.00114394, -0.00003500, 0.00019562,0.65880000, 37.07096329, 28815.27406541, 474.03038419, 733.05325363
500.85503545, 880.19587075, 8.00000000, 9.00000000, -7404.80898986, -1494.16251476, -98.42059584, 813.13821787, 5020.13361756, 74.99050910, -0.00196424, 0.00102889, -0.00074237, -0.00002638, -0.00038606, -0.00002496,0.00000000, 30.60553339, 26936.80625709, 451.72883214, 771.38045898
250.08918830, 539.10097045, 3.00000000, 9.00000000, -7272.90243972, -1227.41905885, -80.39102747, 782.99667538, 4856.85794787, 82.84185907, -0.00071318, 0.01322044, -0.00021720, 0.00122603, -0.00016397, 0.00015421,0.52740000, 28.81612602, 24421.54881521, 455.85108414, 735.34618971
357.12877305, 190.28823660, 9.00000000, 3.00000000, -9818.30090967, 1590.52980237, -148.17671182, 1035.93976048, 5332.68001224, 237.60224566, -0.00117551, 0.04408164, 0.00026814, 0.00212222, -0.00024374, 0.00028956,0.44720000, 32.32332082, 27337.51617079, 408.69365996, 700.08323837
512.65243540, 1433.79106990, 9.00000000, 9.00000000, -10639.27901567, 1601.19982981, -133.85329538, 922.71782701, 5383.61779958, 218.42459000, -0.00091995, 0.04080619, 0.00002010, 0.00217207, -0.00022057, 0.00030051,0.19130000, 31.05637813, 27016.91925467, 445.45767609, 690.66880916
325.33561375, 549.17240000, 9.00000000, 9.00000000, -9284.69905393, -1561.74150424, -108.32464930, 896.87838474, 5241.92115140, 179.29885718, -0.00025086, 0.03751147, 0.00007121, 0.00219948, -0.00005913, 0.00030605,0.40310000, 26.05772593, 23622.12548760, 466.71669239, 783.22922626
1101.55157455, 872.17403105, 9.00000000, 9.00000000, -11271.48285295, 1608.26912027, -146.66100778, 1104.61517986, 5394.85574791, 273.98932677, 0.00075512, 0.04688136, 0.00038412, 0.00234976, 0.00010137, 0.00028810,1.02670000, 30.58732763, 26780.60060401, 458.40815087, 753.21477606
387.88242745, 672.82444985, 6.00000000, 9.00000000, -7181.37612720, -1287.63356776, -74.54313666, 717.00052309, 5017.12995321, 89.26234386, -0.00045789, 0.01308024, -0.00016366, 0.00105027, -0.00012311, 0.00014318,0.52740000, 39.77828310, 30231.58312191, 431.72077231, 750.33826889
66.46947370, 381.88075765, 1.00000000, 6.00000000, -7154.73748108, 1228.51660929, -82.01465834, 764.21230446, 4749.74208860, 94.27510678, -0.00057726, 0.01261916, -0.00018923, 0.00124521, -0.00013198, 0.00017706,0.52740000, 29.85252231, 25168.10141564, 453.39981685, 784.72612803
549.70195910, 278.88151270, 9.00000000, 3.00000000, -7203.75965728, 1308.44059068, -97.07176144, 903.23580027, 4954.74868894, 111.88065602, -0.00022534, 0.01494183, -0.00019780, 0.00128485, -0.00004056, 0.00013272,0.24520000, 27.24362332, 25509.55334821, 443.87087313, 712.72514622
900.60350940, 807.23439475, 9.00000000, 9.00000000, -7679.54819225, -1312.98967515, -90.56084919, 879.31283423, 4827.48773103, 104.88990182, -0.00017827, 0.01552764, -0.00026835, 0.00117579, -0.00003911, 0.00014872,0.24520000, 33.46559785, 27508.61908146, 499.93813996, 736.57434877
697.62546770, 506.99399835, 9.00000000, 9.00000000, -13041.75586403, -1809.13224585, -234.49938715, 1701.11065595, 6040.44619496, 470.60780371, 0.00443038, 0.15031244, 0.00080976, 0.00327185, 0.00073710, 0.00088386,0.27290000, 30.88423416, 27117.15155214, 540.74287060, 690.81946343
788.05258735, 332.78866775, 9.00000000, 3.00000000, -10977.19720024, 1633.10463181, -234.45219447, 1724.55484842, 5454.60792038, 387.71417700, 0.00084559, 0.05217531, 0.00093106, 0.00286533, 0.00014055, 0.00035516,0.82380000, 27.65985873, 23950.25089321, 433.34984143, 765.95568479
418.75376165, 1019.64643375, 9.00000000, 9.00000000, -7772.82244034, 1224.34686017, -73.07251495, 682.04800714, 4749.40389599, 90.31869141, -0.00020421, 0.01263497, -0.00031017, 0.00126661, -0.00006007, 0.00016963,0.52740000, 29.18253198, 24725.02773401, 419.47357947, 747.37609229
579.79856795, 172.26361390, 9.00000000, 6.00000000, -7359.20064821, -1404.78720379, -117.07356970, 953.38197566, 4994.05216385, 98.84733261, -0.00075118, 0.02054859, -0.00007543, 0.00128819, -0.00013559, 0.00015140,0.65880000, 32.13258815, 26413.80647204, 442.97889800, 743.61793051
366.39605730, 977.24247915, 6.00000000, 9.00000000, -9322.22182856, -1627.66876773, -102.67257432, 826.36115465, 5496.44131323, 185.49611275, 0.00002846, 0.03755427, 0.00006252, 0.00181423, -0.00001357, 0.00030197,0.40310000, 36.16406842, 29383.12669032, 490.75422498, 709.24314578
534.37416515, 1051.45920635, 6.00000000, 9.00000000, -11555.91996242, -1794.70371278, -165.09700707, 1216.92292466, 6086.25376912, 302.48236145, 0.00267730, 0.09595499, 0.00059972, 0.00243906, 0.00041960, 0.00056810,0.78320000, 33.41885504, 27337.26004404, 511.13645725, 672.74198151
408.74117200, 973.21194600, 9.00000000, 9.00000000, -7318.65071092, -1525.55024424, -93.69891822, 783.97594538, 5138.01727963, 115.80472210, -0.00007165, 0.02144766, -0.00005941, 0.00114467, -0.00001701, 0.00021750,0.65880000, 34.66403942, 28448.12081342, 454.24174089, 704.93213489
72.09849080, 469.24820250, 1.00000000, 9.00000000, -9239.41626907, -1559.41246090, -118.63161337, 948.28412022, 5221.41271756, 182.30389313, -0.00046781, 0.03697636, 0.00007830, 0.00189571, -0.00010153, 0.00030738,0.40310000, 34.73563316, 28683.69369472, 479.51229271, 717.08027458
290.11012695, 690.62351960, 9.00000000, 9.00000000, -9288.38400067, 1454.73970197, -97.69553305, 844.54524979, 5018.47939287, 121.47160210, 0.00010727, 0.01508707, -0.00019044, 0.00189889, 0.00000061, 0.00015845,0.69520000, 28.34864841, 25228.78565191, 431.04986359, 653.69306834
152.60128065, 590.11516375, 3.00000000, 9.00000000, -7276.99472357, -1243.15653245, -78.48411144, 763.09391697, 4898.15884020, 88.01433789, -0.00063251, 0.01317774, -0.00020838, 0.00118123, -0.00015032, 0.00016530,0.52740000, 31.36605390, 25761.15371784, 440.64861310, 734.93355020
474.87721960, 1464.44665780, 9.00000000, 9.00000000, -8824.08365206, -1590.32254550, -147.60193304, 1284.89460438, 5392.86805260, 165.67948349, 0.00160255, 0.02706482, 0.00007500, 0.00162882, 0.00027640, 0.00031117,0.97500000, 29.46532282, 25304.26433061, 449.77650454, 729.95566593
728.97732775, 905.05572850, 9.00000000, 9.00000000, -7265.04037791, -1240.90173432, -65.30332937, 627.69308184, 4872.49567501, 91.95856602, -0.00001920, 0.01300045, -0.00019611, 0.00113701, -0.00003337, 0.00017271,0.52740000, 33.03585269, 27296.28391993, 443.15704747, 638.07940976
637.06940395, 116.31667565, 9.00000000, 3.00000000, -7380.26342126, -1394.26128510, -119.55375272, 968.18537219, 5035.12328159, 106.71278657, -0.00080480, 0.02031436, -0.00007423, 0.00125719, -0.00014481, 0.00013639,0.65880000, 36.61177387, 27634.51357688, 509.75435919, 664.67024862
628.18457905, 82.17972700, 9.00000000, 1.00000000, -11669.30674689, 1724.80739237, -197.91659551, 1424.28190188, 5801.77126904, 334.45296890, 0.00190080, 0.09392776, 0.00057708, 0.00257121, 0.00029046, 0.00050589,0.78320000, 32.60140957, 27583.78330512, 470.35468790, 744.39069414
260.54307720, 393.41337805, 9.00000000, 6.00000000, -11669.30674689, -1589.72042100, -197.91659551, 1424.28190188, 5249.72750393, 334.45296890, -0.00228394, -0.00035600, -0.00077234, 0.00008414, -0.00043248, -0.00000366,0.00000000, 34.47020215, 27514.90222340, 421.03412620, 690.45684784
575.95436115, 604.02099345, 9.00000000, 9.00000000, -7554.77149087, 1279.39410823, -92.43635893, 865.45083521, 4901.06742640, 111.03296538, -0.00006569, 0.01519222, -0.00028645, 0.00134503, -0.00001132, 0.00013127,0.24520000, 24.80933909, 23555.97478680, 414.64209387, 723.83922135
477.49559515, 742.04959220, 9.00000000, 9.00000000, -10865.75773140, -1655.21113677, -154.43569666, 1198.62208130, 5583.96181586, 242.84596048, 0.00028383, 0.04739224, 0.00046411, 0.00214994, -0.00000173, 0.00035094,1.02670000, 38.25428948, 28840.33354380, 486.88530130, 712.94897899
506.18985305, 599.49032115, 9.00000000, 9.00000000, -7240.01125255, -1503.73402320, -106.00733143, 893.27938601, 5056.56295781, 91.30689935, -0.00055388, 0.02139453, -0.00004787, 0.00117429, -0.00010752, 0.00017149,0.65880000, 32.30046025, 27544.89623782, 483.63157987, 736.43619856
371.43667540, 408.32929270, 4.00000000, 5.00000000, -10829.00221475, -1585.79565035, -164.95988843, 1274.33638689, 5299.24944286, 278.47413971, -0.00001479, 0.04688971, 0.00047021, 0.00224798, -0.00005093, 0.00028246,1.02670000, 34.35292619, 28042.76625620, 534.87698524, 734.29477611
